# Este fichero incluye todos los dataset multilingues con las etiquetas correctas.
text,sentence,annotation,aspect_cat,words,gold_labels
"['Freffer', 'Canibali', 'Lande', 'Lande']","Als wir die selben in unser Schiffleingenommen hatten , so deuteten sie uns an , wie sie sie darumb hinweg geführet hätten , daß sie von ihnen gefressen würden , und zeigeten damit an das greuliche # Und Märchen Freffer , die Canibali E 2M . - Darnach zogen wir ihr Schifflein hernach , und eyleten mit unterm Schifflein dem Lande zu , hielten eine Weile stille , undanckerten unser Schiff nicht mehr , als eine halbe Leucken von dem Lande .","['NULL_CAT', 'NULL_CAT', 'ASPECT', 'ASPECT']","['PERSON', 'PERSON', 'NAT_LANDFORM', 'NAT_LANDFORM']","['Als', 'wir', 'die', 'selben', 'in', 'unser', 'Schiffleingenommen', 'hatten', ',', 'so', 'deuteten', 'sie', 'uns', 'an', ',', 'wie', 'sie', 'sie', 'darumb', 'hinweg', 'geführet', 'hätten', ',', 'daß', 'sie', 'von', 'ihnen', 'gefressen', 'würden', ',', 'und', 'zeigeten', 'damit', 'an', 'das', 'greuliche', 'Und', 'Märchen', 'Freffer', ',', 'die', 'Canibali', 'E', '2M', '.', 'Darnach', 'zogen', 'wir', 'ihr', 'Schifflein', 'hernach', ',', 'und', 'eyleten', 'mit', 'unterm', 'Schifflein', 'dem', 'Lande', 'zu', ',', 'hielten', 'eine', 'Weile', 'stille', ',', 'undanckerten', 'unser', 'Schiff', 'nicht', 'mehr', ',', 'als', 'eine', 'halbe', 'Leucken', 'von', 'dem', 'Lande', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']"
"['Meer', 'Lande']","Hierauff '' sie die übrigen Schif lein mit ihren groffen Schaden , und schwum men durchs Meer hinweg dem Lande zu .","['ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_LANDFORM']","['Hierauff', ""''"", 'sie', 'die', 'übrigen', 'Schif', 'lein', 'mit', 'ihren', 'groffen', 'Schaden', ',', 'und', 'schwum', 'men', 'durchs', 'Meer', 'hinweg', 'dem', 'Lande', 'zu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O']"
['viel Volcks'],"Und als wir viel Volcks daumb- schweifen fahen , da eyleten wir mit unsern Schifflein zu ihnen , und führten die 2. mit uns , die wir in dem Schifflein erobert hatten .",['NULL_CAT'],['PERSON'],"['Und', 'als', 'wir', 'viel', 'Volcks', 'daumb', 'schweifen', 'fahen', ',', 'da', 'eyleten', 'wir', 'mit', 'unsern', 'Schifflein', 'zu', 'ihnen', ',', 'und', 'führten', 'die', '2', '.', 'mit', 'uns', ',', 'die', 'wir', 'in', 'dem', 'Schifflein', 'erobert', 'hatten', '.']","['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Erdreich', 'Wälder']","So bald wir aber auf das Erdreich traten , dafo- hen sie alle , und verbargen sich in die nächsten Wälder .","['ASPECT', 'ASPECT']","['NAT_LANDFORM', 'BIOME']","['So', 'bald', 'wir', 'aber', 'auf', 'das', 'Erdreich', 'traten', ',', 'dafo', 'hen', 'sie', 'alle', ',', 'und', 'verbargen', 'sich', 'in', 'die', 'nächsten', 'Wälder', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'O']"
['das ganze Volck'],"Derselbegieng hinun thätauchfleißig , was wir ihm befohlen hatten , und führete das ganze Volck 400 .",['NULL_CAT'],['PERSON'],"['Derselbegieng', 'hinun', 'thätauchfleißig', ',', 'was', 'wir', 'ihm', 'befohlen', 'hatten', ',', 'und', 'führete', 'das', 'ganze', 'Volck', '400', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']"
"['Weibern', 'Wäldern', 'den andern', 'Schiff Knechte']","Mann ambt vielen Weibern den Wäldern zu # - - Z ze - 3 - Allerälteste Nachrichte Diese kamen alle unbewehrt zu uns , da wir mit unsern Schiffleinhielten , mit denen selben mache ten wir auch gute Kundschafft , und gaben ihnen den andern auch wieder , den wir noch gefangen hielten , auch ihr Schifflein , das unsere Schiff Knechte erobert hatten , befahlen wir ihnen wie derzugeben .","['NULL_CAT', 'ASPECT', 'NULL_CAT', 'NULL_CAT']","['PERSON', 'BIOME', 'PERSON', 'PERSON']","['Mann', 'ambt', 'vielen', 'Weibern', 'den', 'Wäldern', 'zu', 'Z', 'ze', '3', 'Allerälteste', 'Nachrichte', 'Diese', 'kamen', 'alle', 'unbewehrt', 'zu', 'uns', ',', 'da', 'wir', 'mit', 'unsern', 'Schiffleinhielten', ',', 'mit', 'denen', 'selben', 'mache', 'ten', 'wir', 'auch', 'gute', 'Kundschafft', ',', 'und', 'gaben', 'ihnen', 'den', 'andern', 'auch', 'wieder', ',', 'den', 'wir', 'noch', 'gefangen', 'hielten', ',', 'auch', 'ihr', 'Schifflein', ',', 'das', 'unsere', 'Schiff', 'Knechte', 'erobert', 'hatten', ',', 'befahlen', 'wir', 'ihnen', 'wie', 'derzugeben', '.']","['O', 'O', 'O', 'B-PERSON', 'O', 'B-BIOME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Baum'],"Das Schifflein war von einem Baum gemacht und mit Fleißausgeholt , und war 26 .",['ASPECT'],['FLORA'],"['Das', 'Schifflein', 'war', 'von', 'einem', 'Baum', 'gemacht', 'und', 'mit', 'Fleißausgeholt', ',', 'und', 'war', '26', '.']","['O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['einen sichern Ort'],"Als sie daffelbe von uns wieder überkamen , und solches an einen sichern Ort gebracht hat , ten , da flohen sie alle dahin und wollten weiter keine Gemeinschafft mit uns haben .",['NULL_CAT'],['LOCATION'],"['Als', 'sie', 'daffelbe', 'von', 'uns', 'wieder', 'überkamen', ',', 'und', 'solches', 'an', 'einen', 'sichern', 'Ort', 'gebracht', 'hat', ',', 'ten', ',', 'da', 'flohen', 'sie', 'alle', 'dahin', 'und', 'wollten', 'weiter', 'keine', 'Gemeinschafft', 'mit', 'uns', 'haben', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['GOttes', 'der neuen Welt', 'Mägdleins', 'Mann']","Von denen Uni- frigen aber wurden nicht mehr als fünffe beschä- diget , welche aber jedoch allesamtbürch die Gnade GOttes wieder gesund worden , : - - - - - - - - - g l , 1 . 1 von der neuen Welt , af l , , auch dazumahlzwei Mägdleins von der nen er gesaget ist , und den Mann .","['ASPECT', 'NULL_CAT', 'NULL_CAT', 'NULL_CAT']","['MYTH', 'LOCATION', 'PERSON', 'PERSON']","['Von', 'denen', 'Uni', 'frigen', 'aber', 'wurden', 'nicht', 'mehr', 'als', 'fünffe', 'beschä', 'diget', ',', 'welche', 'aber', 'jedoch', 'allesamtbürch', 'die', 'Gnade', 'GOttes', 'wieder', 'gesund', 'worden', ',', 'g', 'l', ',', '1', '.', '1', 'von', 'der', 'neuen', 'Welt', ',', 'af', 'l', ',', ',', 'auch', 'dazumahlzwei', 'Mägdleins', 'von', 'der', 'nen', 'er', 'gesaget', 'ist', ',', 'und', 'den', 'Mann', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MYTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
"['Häuser', 'Mann']","Nach dem Hahen wir ihre Häuser und gingen hine ein , den aber darinnen nichts , dann zwey alte Fiber und einen krancken Mann .","['ASPECT', 'NULL_CAT']","['HUM_LANDFORM', 'PERSON']","['Nach', 'dem', 'Hahen', 'wir', 'ihre', 'Häuser', 'und', 'gingen', 'hine', 'ein', ',', 'den', 'aber', 'darinnen', 'nichts', ',', 'dann', 'zwey', 'alte', 'Fiber', 'und', 'einen', 'krancken', 'Mann', '.']","['O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
['Häuser'],"Alle diew . ir uns aber der Sündenfürchteten , fo wollen wir diese Häuser nicht verbrennen .",['ASPECT'],['HUM_LANDFORM'],"['Alle', 'diew', '.', 'ir', 'uns', 'aber', 'der', 'Sündenfürchteten', ',', 'fo', 'wollen', 'wir', 'diese', 'Häuser', 'nicht', 'verbrennen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O']"
"['Gefange » nen', 'Mägdlein']","Darauf kamen wir mit denen fünff Gefange » nen , so vorhin genanndt , wieder in ' Schiffe , und schlugen sie alle in Eysen ohne die Mägdlein .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON']","['Darauf', 'kamen', 'wir', 'mit', 'denen', 'fünff', 'Gefange', 'nen', ',', 'so', 'vorhin', 'genanndt', ',', 'wieder', 'in', ""'"", 'Schiffe', ',', 'und', 'schlugen', 'sie', 'alle', 'in', 'Eysen', 'ohne', 'die', 'Mägdlein', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
['Mann'],Diese aber kamen fammtei nen gefangenen Mann in derselben Nachtge- # lich davon .,['NULL_CAT'],['PERSON'],"['Diese', 'aber', 'kamen', 'fammtei', 'nen', 'gefangenen', 'Mann', 'in', 'derselben', 'Nachtge', 'lich', 'davon', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Port', 'Höhe']","Nachdem wurden wir aths , daß wir den Port verließen , und wei- ter an der Höhe hinfuhren .","['ASPECT', 'ASPECT']","['HUM_LANDFORM', 'NAT_LANDFORM']","['Nachdem', 'wurden', 'wir', 'aths', ',', 'daß', 'wir', 'den', 'Port', 'verließen', ',', 'und', 'wei', 'ter', 'an', 'der', 'Höhe', 'hinfuhren', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O']"
['Volck'],"Leucken `` b da ' ' - ein ander , Volck , das war in der Sprachun in Gebährden den vorigen # ungleich .",['NULL_CAT'],['PERSON'],"['Leucken', 'b', 'da', ""'"", ""'"", 'ein', 'ander', ',', 'Volck', ',', 'das', 'war', 'in', 'der', 'Sprachun', 'in', 'Gebährden', 'den', 'vorigen', 'ungleich', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Land'],"Daselbst befestigten wir unsere Schiffe mit Anckern , daß wir mit denen kleinen Schifflein ans Land setzen möchten .",['ASPECT'],['LOCATION'],"['Daselbst', 'befestigten', 'wir', 'unsere', 'Schiffe', 'mit', 'Anckern', ',', 'daß', 'wir', 'mit', 'denen', 'kleinen', 'Schifflein', 'ans', 'Land', 'setzen', 'möchten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O']"
"['Ufer', 'eine Menge Volcks', 'Wälder']","Dafahen wir am Ufer eine Menge Volcks OOO Ell , da dieselbefahen , daß wir ihnen zunaheten , da wollten sie nicht warten , sondern verliefenwas sie hatten und flohen in die Wälder .","['ASPECT', 'NULL_CAT', 'ASPECT']","['NAT_LANDFORM', 'PERSON', 'BIOME']","['Dafahen', 'wir', 'am', 'Ufer', 'eine', 'Menge', 'Volcks', 'OOO', 'Ell', ',', 'da', 'dieselbefahen', ',', 'daß', 'wir', 'ihnen', 'zunaheten', ',', 'da', 'wollten', 'sie', 'nicht', 'warten', ',', 'sondern', 'verliefenwas', 'sie', 'hatten', 'und', 'flohen', 'in', 'die', 'Wälder', '.']","['O', 'O', 'O', 'B-NAT_LANDFORM', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'O']"
"['Wege', 'Walde', 'Gezelten', 'Fischer', 'Thier', 'Fische']","Wir ey- leten hierauffauffs Land , und zogen auf dem Wege zum Walde zu , und da wir anff einen Armbrust-Schuß kamen , da fahen wir viele Gezelten , die hatten die Fischer aufgespannt , und hattengroffe Feuer gemacht , dabei zu koe ehen , und brieten auch mancherley Thier und - B 3 Fische , - 22 Allerälteste Nachricht iche .","['ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT']","['HUM_LANDFORM', 'BIOME', 'HUM_LANDFORM', 'PERSON', 'FAUNA', 'FAUNA']","['Wir', 'ey', 'leten', 'hierauffauffs', 'Land', ',', 'und', 'zogen', 'auf', 'dem', 'Wege', 'zum', 'Walde', 'zu', ',', 'und', 'da', 'wir', 'anff', 'einen', 'Armbrust', 'Schuß', 'kamen', ',', 'da', 'fahen', 'wir', 'viele', 'Gezelten', ',', 'die', 'hatten', 'die', 'Fischer', 'aufgespannt', ',', 'und', 'hattengroffe', 'Feuer', 'gemacht', ',', 'dabei', 'zu', 'koe', 'ehen', ',', 'und', 'brieten', 'auch', 'mancherley', 'Thier', 'und', 'B', '3', 'Fische', ',', '22', 'Allerälteste', 'Nachricht', 'iche', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'B-BIOME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thier', 'Schlangen']","Wir sahen auch daselbst ein Thier braten , welches keine Flügel hatte , sonsten war es einer Schlangen gleich , welches uns so wild und greulich zu seyndauchte , daß wir uns dar- Ob ' verwunderten .","['ASPECT', 'ASPECT']","['FAUNA', 'FAUNA']","['Wir', 'sahen', 'auch', 'daselbst', 'ein', 'Thier', 'braten', ',', 'welches', 'keine', 'Flügel', 'hatte', ',', 'sonsten', 'war', 'es', 'einer', 'Schlangen', 'gleich', ',', 'welches', 'uns', 'so', 'wild', 'und', 'greulich', 'zu', 'seyndauchte', ',', 'daß', 'wir', 'uns', 'dar', 'Ob', ""'"", 'verwunderten', '.']","['O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Schlangen', 'Hunden', 'Thieren']","Als wir aber weiter in denselben Gezelten umbher gingen , dafan » den wir derselben Schlangen viel lebendig , der nen waren die Füße gebunden und auch die Mäuler , daß sie dieselben nicht konten auff hun , wie man den Hunden und andern wil- den Thieren thut , auf daß sie nicht beissen .","['ASPECT', 'ASPECT', 'ASPECT']","['FAUNA', 'FAUNA', 'FAUNA']","['Als', 'wir', 'aber', 'weiter', 'in', 'denselben', 'Gezelten', 'umbher', 'gingen', ',', 'dafan', 'den', 'wir', 'derselben', 'Schlangen', 'viel', 'lebendig', ',', 'der', 'nen', 'waren', 'die', 'Füße', 'gebunden', 'und', 'auch', 'die', 'Mäuler', ',', 'daß', 'sie', 'dieselben', 'nicht', 'konten', 'auff', 'hun', ',', 'wie', 'man', 'den', 'Hunden', 'und', 'andern', 'wil', 'den', 'Thieren', 'thut', ',', 'auf', 'daß', 'sie', 'nicht', 'beissen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Rehe', 'Volck']","Sie sind denen e - Rehe höckleins gleich in der Größe auffandert- # # lang , und haben starcke Füffe mit arten Klauen gewaffnet , und haben auch ei » nenfelzam gesprengelten Balg , am Schna » bel und Gesichte einer rechten Schlangen '' ; Sie haben auch einen Streiffen von er Nafen an biß zu dem Schwanze aus , daß wir nicht anders erachten konten , als es wäre eine rechte Schlange , und nichtes desto weniger so ' fie doch daffelbige Volck .","['ASPECT', 'NULL_CAT']","['FAUNA', 'PERSON']","['Sie', 'sind', 'denen', 'e', 'Rehe', 'höckleins', 'gleich', 'in', 'der', 'Größe', 'auffandert', 'lang', ',', 'und', 'haben', 'starcke', 'Füffe', 'mit', 'arten', 'Klauen', 'gewaffnet', ',', 'und', 'haben', 'auch', 'ei', 'nenfelzam', 'gesprengelten', 'Balg', ',', 'am', 'Schna', 'bel', 'und', 'Gesichte', 'einer', 'rechten', 'Schlangen', ""''"", ';', 'Sie', 'haben', 'auch', 'einen', 'Streiffen', 'von', 'er', 'Nafen', 'an', 'biß', 'zu', 'dem', 'Schwanze', 'aus', ',', 'daß', 'wir', 'nicht', 'anders', 'erachten', 'konten', ',', 'als', 'es', 'wäre', 'eine', 'rechte', 'Schlange', ',', 'und', 'nichtes', 'desto', 'weniger', 'so', ""'"", 'fie', 'doch', 'daffelbige', 'Volck', '.']","['O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
['Fisch'],"Sie machen auch ihr Brod daselbst aus ichen die sie im Meerfahen , dieselben Fisch ein fieden sie zum theil im Waffer , darnach stoffen sie es zusammen und machen Broddar- aus , daffelbedörren sie zuvor auf Kohlen , und alsdenn effen sie es .",['ASPECT'],['FAUNA'],"['Sie', 'machen', 'auch', 'ihr', 'Brod', 'daselbst', 'aus', 'ichen', 'die', 'sie', 'im', 'Meerfahen', ',', 'dieselben', 'Fisch', 'ein', 'fieden', 'sie', 'zum', 'theil', 'im', 'Waffer', ',', 'darnach', 'stoffen', 'sie', 'es', 'zusammen', 'und', 'machen', 'Broddar', 'aus', ',', 'daffelbedörren', 'sie', 'zuvor', 'auf', 'Kohlen', ',', 'und', 'alsdenn', 'effen', 'sie', 'es', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['der neuen Welt', 'Früch- ten']","Wir haben es auchät - - von der neuen Welt . à 3 fuchtzueffen , und befunden , daß es gut und schmackhaffig war . - N Sonsten haben sie viele Speisen von Früch- ten und mancherley Wurzeln , davon zu schrei- ben viel zu langfyn würde. .","['NULL_CAT', 'ASPECT']","['LOCATION', 'FLORA']","['Wir', 'haben', 'es', 'auchät', 'von', 'der', 'neuen', 'Welt', '.', 'à', '3', 'fuchtzueffen', ',', 'und', 'befunden', ',', 'daß', 'es', 'gut', 'und', 'schmackhaffig', 'war', '.', 'N', 'Sonsten', 'haben', 'sie', 'viele', 'Speisen', 'von', 'Früch', 'ten', 'und', 'mancherley', 'Wurzeln', ',', 'davon', 'zu', 'schrei', 'ben', 'viel', 'zu', 'langfyn', 'würde', '.', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Wäldern', 'Gezelten', 'Nacht']","Da sie aber nicht wieder kommen wollten aus den Wäldern , dahin sie geflohen waren , da d , wollten wir ihnen auch von ihren Sachen nichts nehmen , auffdaß sie unter desto sicherer wären , ja wir liefen auch von nnern Sachen viel in ihren Gezelten , daß sie selbige finden sollten , und gingen hierauffgegen die Nacht wieder nach unsern Schiffen .","['ASPECT', 'ASPECT', 'ASPECT']","['BIOME', 'HUM_LANDFORM', 'NAT_PHENOMENON']","['Da', 'sie', 'aber', 'nicht', 'wieder', 'kommen', 'wollten', 'aus', 'den', 'Wäldern', ',', 'dahin', 'sie', 'geflohen', 'waren', ',', 'da', 'd', ',', 'wollten', 'wir', 'ihnen', 'auch', 'von', 'ihren', 'Sachen', 'nichts', 'nehmen', ',', 'auffdaß', 'sie', 'unter', 'desto', 'sicherer', 'wären', ',', 'ja', 'wir', 'liefen', 'auch', 'von', 'nnern', 'Sachen', 'viel', 'in', 'ihren', 'Gezelten', ',', 'daß', 'sie', 'selbige', 'finden', 'sollten', ',', 'und', 'gingen', 'hierauffgegen', 'die', 'Nacht', 'wieder', 'nach', 'unsern', 'Schiffen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O']"
"['Sonne', 'Land', 'Wohnungen', 'Fischen']","Am andern Morgen da die Sonne auff ging , da merkten wir , daß ei V- '' war , zu denen gingen wir auffs Land , und wiewohl sie sich bezeigeten , als fürchteten sie sich für uns , so mischten sie sich doch unter uns , und fingen an mit uns zuhandeln und ganz fi- cher zu reden , fiebezeugten sich , als wären fie - unsere gute Freunde , und bedeuteten , ihre Wohnungen wären nicht da , sondern fiewä- rennur allein umb Fischen willen dahin kom- men .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['NAT_PHENOMENON', 'NAT_LANDFORM', 'HUM_LANDFORM', 'FAUNA']","['Am', 'andern', 'Morgen', 'da', 'die', 'Sonne', 'auff', 'ging', ',', 'da', 'merkten', 'wir', ',', 'daß', 'ei', 'V', ""''"", 'war', ',', 'zu', 'denen', 'gingen', 'wir', 'auffs', 'Land', ',', 'und', 'wiewohl', 'sie', 'sich', 'bezeigeten', ',', 'als', 'fürchteten', 'sie', 'sich', 'für', 'uns', ',', 'so', 'mischten', 'sie', 'sich', 'doch', 'unter', 'uns', ',', 'und', 'fingen', 'an', 'mit', 'uns', 'zuhandeln', 'und', 'ganz', 'fi', 'cher', 'zu', 'reden', ',', 'fiebezeugten', 'sich', ',', 'als', 'wären', 'fie', 'unsere', 'gute', 'Freunde', ',', 'und', 'bedeuteten', ',', 'ihre', 'Wohnungen', 'wären', 'nicht', 'da', ',', 'sondern', 'fiewä', 'rennur', 'allein', 'umb', 'Fischen', 'willen', 'dahin', 'kom', 'men', '.']","['O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O']"
